Species ID	Species fullname	Number of contigs	Total contig length	N50 length	N90 length	Max length	% G+C content	% CheckM completeness	% CheckM contamination	Quality score	Phylum	Class	Order	Family	Genus	Species
M3C6	Acutalibacteraceae M3C6	56	1563478	48936	13614	125705	47.41	88.81	0	88.81	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_NA	NA
M3C7	Klebsiella michiganensis M3C7	114	5752434	83595	26562	244825	56.12	97.12	1.04	91.92	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella michiganensis
M3C8	Lachnospiraceae M3C8	248	2336627	12680	4481	52101	43.62	87.64	0.89	83.19	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NA	NA
M3C9	Collinsella M3C9	24	2008208	126445	46630	262981	61.78	100	0	100	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M3CA	Holdemanella M3CA	169	2062755	18170	5842	49231	34.5	95.42	0.84	91.22	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	NA
M3CB	Desulfovibrio legallii M3CB	209	2582875	18380	6120	76514	65.13	97.51	1.18	91.61	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio legallii
M3CC	Monoglobaceae M3CC	48	2323384	81093	20785	229310	50.37	97.09	0	97.09	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobaceae_NA	NA
M3CD	Gemmiger M3CD	243	2413804	13037	4919	37675	59.48	91.77	0.83	87.62	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	NA
M3CE	Longicatena caecimuris M3CE	46	2830387	110603	28422	477065	37.68	100	0	100	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longicatena	Longicatena caecimuris
M3CF	Schaedlerella glycyrrhizinilyticum M3CF	39	2842323	118085	37330	202646	45.98	98.83	0	98.83	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	Schaedlerella glycyrrhizinilyticum
M3D0	Muribaculaceae M3D0	54	2816800	97709	29825	228159	47.85	94.59	0.75	90.84	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_NA	NA
M3D1	Monoglobaceae M3D1	29	1611524	120807	35094	202663	44.24	80.54	0	80.54	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobaceae_NA	NA
M3D2	Prevotella copri M3D2	172	2813577	25843	7349	78679	46.6	86	0.48	83.6	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri
M3D3	Alistipes putredinis M3D3	28	2180637	127265	34205	307553	54.49	99.52	0.48	97.12	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis
M3D4	Acutalibacteraceae M3D4	35	1579315	63795	30859	103225	48.54	84.56	0	84.56	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_NA	NA
M3D5	Olsenella M3D5	38	2076540	95173	25274	170155	65.78	100	0	100	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	NA
M3D6	Peptococcaceae M3D6	44	2796824	99873	31384	232240	57.71	90.2	2.98	75.3	Firmicutes	Peptococcia	Peptococcales	Peptococcaceae	Peptococcaceae_NA	NA
M3D7	Ruminococcaceae M3D7	15	1841476	140319	86196	407111	44.88	93.29	0	93.29	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NA	NA
M3D8	Acutalibacteraceae M3D8	23	2138305	221267	47174	348504	56.86	93.96	0.67	90.61	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_NA	NA
M3D9	Anaerovoracaceae M3D9	12	2168303	374695	97044	487998	45.51	97.87	0	97.87	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anaerovoracaceae_NA	NA
M3DA	Lachnospiraceae M3DA	126	2488596	32690	9113	92970	52.24	89.22	2.85	74.97	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NA	NA
M3DB	Parabacteroides merdae M3DB	48	4107423	133235	52540	336757	45.32	99.62	0	99.62	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae
M3DC	Acutalibacteraceae M3DC	74	1705912	35252	9809	151486	37.66	95.97	0	95.97	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_NA	NA
M3DD	Oscillospiraceae M3DD	65	2207196	50358	16592	229232	59.37	92.62	1.34	85.92	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M3DE	Streptococcus parasanguinis M3DE	35	2005468	101802	25566	205527	42.1	96.27	0.07	95.92	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis
M3DF	Butyricimonas M3DF	190	4832284	41659	13511	211464	44.56	95.81	1.4	88.81	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	NA
M3E0	Collinsella M3E0	76	2011321	46977	12328	104813	60.07	99.19	1.08	93.79	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M3E1	Butyricicoccaceae M3E1	354	1900118	6297	2831	30557	56.37	71.47	1.34	64.77	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccaceae_NA	NA
M3E2	Streptococcus M3E2	38	1821512	72928	23415	228511	41.49	99.25	1.12	93.65	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
M3E3	Longicatena M3E3	451	2893095	7403	3182	47220	35.86	88.95	0	88.95	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longicatena	NA
M3E4	Blautia M3E4	46	2720930	100047	34962	240088	42.44	99.37	0.36	97.57	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
M3E5	Turicimonas M3E5	340	1739731	5811	2843	21704	44	74.38	0	74.38	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Turicimonas	NA
M3E6	Duodenibacillus M3E6	51	2144869	69190	21915	146885	55.91	99.38	0.62	96.28	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	NA
M3E7	Collinsella M3E7	111	2054515	35690	6850	256852	59.82	92.9	1.61	84.85	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M3E8	Clostridium M3E8	23	2226618	210380	53723	467463	52.05	97.27	0	97.27	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_Clostridium	NA
M3E9	Blautia hydrogenotrophica M3E9	320	2810969	11584	3906	78032	45.44	83.68	1.58	75.78	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia hydrogenotrophica
M3EA	Dielma fastidiosa M3EA	30	3328997	176096	49636	427503	40.34	100	2.83	85.85	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	Dielma fastidiosa
M3EB	Clostridium M3EB	44	2659424	89556	32759	158603	53.28	98.73	0	98.73	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Clostridium	NA
M3EC	Faecalimonas M3EC	72	2096692	52238	12161	201185	37.93	97.49	0	97.49	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	NA
M3ED	Eisenbergiella M3ED	29	2513291	128647	48810	234285	48.62	97.99	0.19	97.04	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	NA
M3EE	Gemmiger M3EE	77	2637889	51402	18735	248039	58.97	98.16	0	98.16	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	NA
M3EF	Dysosmobacter M3EF	74	2733704	54119	18595	178863	62.1	95.3	1.01	90.25	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	NA
M3F0	Blautia M3F0	39	2985345	134870	34335	439610	43.75	99.37	0	99.37	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
M3F1	Blautia M3F1	166	2544485	21134	6849	89047	43.29	92.32	1.8	83.32	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
M3F2	Clostridium hiranonis M3F2	288	2066259	9537	3070	44947	31.01	94.76	2.8	80.76	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptostreptococcaceae_Clostridium	Clostridium hiranonis
M3F3	Dorea formicigenerans M3F3	42	2636235	116187	36521	623069	41	96.49	0	96.49	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea formicigenerans
M3F4	Enterocloster aldenensis M3F4	55	4858183	137580	45768	271612	50.84	98.77	0	98.77	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster aldenensis
M3F5	Parabacteroides timonensis M3F5	40	6271195	272033	82488	599714	43.21	99.62	0.38	97.72	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides timonensis
M3F6	Eisenbergiella tayi M3F6	144	6951522	78126	22862	247828	47.08	98.47	3.45	81.22	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Eisenbergiella tayi
M3F7	Collinsella M3F7	28	2222674	103913	43851	548824	68.98	100	0	100	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M3F8	Blautia M3F8	57	2352897	56362	19805	137619	42.84	91.89	0	91.89	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
M3F9	Dorea M3F9	22	2367818	188075	59830	780892	41.81	92.4	0	92.4	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	NA
M3FA	Eubacterium callanderi M3FA	43	4128312	162924	66188	456069	47.47	99.3	1.41	92.25	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacteriaceae_Eubacterium	Eubacterium callanderi
M3FB	Streptococcus sobrinus M3FB	46	1958606	74544	23261	166954	43.74	96.1	0.37	94.25	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sobrinus
M3FC	Allobaculum M3FC	56	2460556	83504	22076	158158	50.65	98.11	1.35	91.36	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	NA
M3FD	Limosilactobacillus vaginalis M3FD	80	1756540	43706	10158	102216	40.13	96.01	0.91	91.46	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus vaginalis
M3FE	Akkermansia M3FE	182	2930250	22948	6848	90840	52.12	94.56	1.53	86.91	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA
M3FF	Longicatena M3FF	147	3758571	42897	12345	138437	42.67	94.81	0	94.81	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longicatena	NA
M400	Streptococcus mutans M400	32	2014700	115377	45114	323471	36.75	100	0.37	98.15	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans
M401	Dorea longicatena M401	46	2520153	97199	33275	327009	41.59	99.42	0.03	99.27	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea longicatena
M402	Enterobacter himalayensis M402	23	4634777	327880	99122	725874	55.52	98.88	0.14	98.18	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter himalayensis
M403	Lachnospiraceae M403	47	2512354	73991	28347	224872	45.78	93.1	0.86	88.8	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NA	NA
M404	Slackia faecicanis M404	11	1502816	164951	85061	390524	63.15	76.61	0.6	73.61	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia faecicanis
M405	CAG-74 M405	46	2642758	114262	28270	191654	61.26	88.69	0.23	87.54	Firmicutes	Clostridia	Christensenellales	CAG-74	CAG-74_NA	NA
M406	Alistipes M406	25	3582962	228626	69219	593717	59.1	100	0	100	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
M407	Gemmiger M407	144	2376020	27565	7223	103105	59.24	90.22	0	90.22	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	NA
M408	Mailhella M408	548	2750901	5835	2758	41405	60.06	80.96	1.18	75.06	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Mailhella	NA
M409	Marseille M409	59	2844446	86647	26368	202514	63.21	93.96	0.84	89.76	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Marseille	NA
M40A	Oscillospiraceae M40A	40	2252324	84095	43032	159856	60.67	86.37	1.34	79.67	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M40B	Catabacter M40B	466	2293190	5654	2670	35571	66.32	88.5	2.12	77.9	Firmicutes	Clostridia	Christensenellales	Catabacteriaceae	Catabacteriaceae_Catabacter	NA
M40C	Ruminococcaceae M40C	43	1977380	71827	24943	178402	56.34	79.87	0	79.87	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NA	NA
M40D	Coprococcus catus M40D	50	2783566	80533	31016	192284	43.79	97.99	0.67	94.64	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus catus
M40E	Eubacterium M40E	64	2649578	64139	20438	211783	42.89	87.16	1.34	80.46	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Eubacterium	NA
M40F	Lachnospiraceae M40F	157	2460046	30167	6917	79798	39.8	97.52	2.74	83.82	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NA	NA
M410	Hungatella M410	103	2809100	41624	13391	161010	46.42	96.2	0	96.2	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	NA
M411	Clostridium M411	76	3301379	69918	24569	164527	47.83	98.73	2.85	84.48	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Clostridium	NA
M412	Lactobacillus paragasseri M412	29	1841408	122911	42318	258989	34.64	99.22	0.06	98.92	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus paragasseri
M413	Streptococcus infantarius M413	25	1774139	99274	40819	190765	37.7	100	0.01	99.95	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantarius
M414	Collinsella M414	18	2183536	168548	62809	311393	59.67	100	0.81	95.95	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M415	Lactobacillus mucosae M415	19	1973585	184060	69417	266364	46.85	99.18	0	99.18	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Lactobacillus mucosae
M416	Haemophilus parainfluenzae M416	20	2038188	200499	52141	509965	39.24	98.89	0.18	97.99	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae
M417	Clostridium M417	7	1221029	719115	69281	719115	28.19	79.69	0.22	78.59	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M418	Evtepia M418	95	2218971	67150	8918	205996	62.49	93.96	2.18	83.06	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	NA
M419	Agathobaculum M419	44	2496311	104564	28920	215599	59.74	97.32	0	97.32	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	NA
M41A	Anaeroglobus micronuciformis M41A	218	1196723	6589	2933	19144	46.01	75.31	1.45	68.06	Firmicutes	Negativicutes	Veillonellales	Megasphaeraceae	Anaeroglobus	Anaeroglobus micronuciformis
M41B	Merdibacter M41B	70	1990508	33152	14621	116797	53.13	97.17	0	97.17	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	NA
M41C	Lachnospiraceae M41C	46	2741622	117671	30148	219946	51.74	83.98	1.06	78.68	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NA	NA
M41D	Faecalimonas M41D	61	2044061	54448	16678	146917	38.88	97.47	0	97.47	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	NA
M41E	Anaerobutyricum M41E	267	3012694	18435	4780	76369	37.46	70.35	1.45	63.1	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	NA
M41F	Clostridium M41F	345	4044571	16821	5531	73784	27.85	96.57	0	96.57	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M420	Coprobacter fastidiosus M420	82	3320093	67217	21405	154110	38.46	99.62	0	99.62	Bacteroidetes	Bacteroidia	Bacteroidales	Coprobacteraceae	Coprobacter	Coprobacter fastidiosus
M421	Gastranaerophilaceae M421	120	1891211	21230	7651	66144	37.24	87.18	0.85	82.93	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Gastranaerophilaceae_NA	NA
M422	Lachnospiraceae M422	16	2656748	289800	67378	672447	44.49	98.66	0	98.66	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NA	NA
M423	UBA9506 M423	108	2781962	38171	14143	108258	45.39	97.32	0	97.32	Firmicutes	Clostridia	Monoglobales	UBA9506	UBA9506_NA	NA
M424	CAG-74 M424	90	2788374	47962	15188	159657	59.3	98.39	0.54	95.69	Firmicutes	Clostridia	Christensenellales	CAG-74	CAG-74_NA	NA
M425	Clostridium M425	8	1605646	359639	185602	368742	27.78	77.45	1.79	68.5	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M426	Lawsonibacter M426	78	3106243	73520	20984	160485	61.44	98.99	0.81	94.94	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	NA
M427	UBA4068 M427	234	1499081	7889	3406	22407	44.86	74.37	1.05	69.12	Firmicutes	Dehalobacteriia	UBA4068	UBA4068	UBA4068_NA	NA
M428	Lachnospiraceae M428	45	3231513	109577	41412	190647	54.95	98.08	0	98.08	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NA	NA
M429	Acutalibacter M429	58	2426436	65164	23703	217582	61.13	98.66	0	98.66	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	NA
M42A	UMGS416 M42A	433	2718002	7576	3339	32237	60.69	82.2	2.16	71.4	Firmicutes	Clostridia	Christensenellales	UMGS416	UMGS416_NA	NA
M42B	Fournierella M42B	168	2234375	20627	6372	72834	64.32	95.41	0.4	93.41	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella	NA
M42C	Eisenbergiella M42C	137	6429374	78203	23941	234604	48.49	96.57	2.49	84.12	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	NA
M42D	Oscillibacter M42D	46	1873275	71015	22597	128978	57.95	89.93	2.68	76.53	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA
M42E	Methanobrevibacter M42E	71	1546294	33130	12269	132273	31.74	96.8	0	96.8	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	NA
M42F	Coprobacillus cateniformis M42F	111	3747489	66614	15374	302418	30.88	100	1.08	94.6	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus cateniformis
M430	Porphyromonadaceae M430	77	2987495	62991	18079	117603	51.05	98.81	1.7	90.31	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_NA	NA
M431	UBA1820 M431	81	2034192	40576	11402	117078	48.99	98.12	0	98.12	Bacteroidetes	Flavobacteriia	Flavobacteriales	UBA1820	UBA1820_NA	NA
M432	Bacteroides M432	148	3457030	43944	9981	127945	48.95	71.9	1.72	63.3	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
M433	Desulfovibrio fairfieldensis M433	326	3411354	14487	5119	71270	61.87	96.15	0.59	93.2	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio fairfieldensis
M434	Clostridium M434	37	2312742	90745	34649	343162	49.23	97.16	0.71	93.61	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anaerovoracaceae_Clostridium	NA
M435	Monoglobaceae M435	38	3335458	138913	47256	367688	53.25	93.74	0	93.74	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobaceae_NA	NA
M436	Oscillospiraceae M436	182	1376038	9190	3930	42810	42.54	78.52	0.67	75.17	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M437	Acutalibacteraceae M437	32	1563798	86591	30481	140454	47.36	89.93	0	89.93	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_NA	NA
M438	CAG-74 M438	123	2797680	34441	12464	106890	63	96.85	0.51	94.3	Firmicutes	Clostridia	Christensenellales	CAG-74	CAG-74_NA	NA
M439	Lachnospiraceae M439	36	2712926	114068	40314	419714	38.83	98.66	0	98.66	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NA	NA
M43A	UMGS1783 M43A	285	1435348	5779	2818	25955	57.63	81.45	2.01	71.4	Firmicutes	Clostridia	Oscillospirales	UMGS1783	UMGS1783_NA	NA
M43B	Longibaculum muris M43B	94	2862088	43730	18099	132899	30.42	96.23	0	96.23	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longibaculum	Longibaculum muris
M43C	Holdemania M43C	44	3204416	149020	33270	292650	51.16	98.1	3.17	82.25	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	NA
M43D	Flavonifractor M43D	70	2737554	124878	16527	210070	59.45	82.55	0.89	78.1	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	NA
M43E	Porphyromonas bennonis M43E	104	1961621	29376	9210	70709	56.38	91.6	0.26	90.3	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas bennonis
M43F	Ezakiella M43F	54	1480616	43285	13571	113476	37.61	86.95	0	86.95	Firmicutes	Clostridia	Tissierellales	Ezakiellaceae	Ezakiella	NA
M440	Evtepia M440	46	2109467	66855	19211	217561	61.8	93.29	0.84	89.09	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	NA
M441	Prevotella M441	55	2677852	79224	23032	201510	45.44	99.17	0.24	97.97	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
M442	Anaerotignum M442	46	2183427	75153	26498	189629	46	95.3	0	95.3	Firmicutes	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	NA
M443	Anaerotignaceae M443	158	2538994	26921	7596	98381	40.93	95.92	0.89	91.47	Firmicutes	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignaceae_NA	NA
M444	Enterocloster bolteae M444	84	5644870	109883	34590	354702	49.75	99.34	0	99.34	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster bolteae
M445	Porphyromonas M445	23	1824038	126757	55995	180037	45.09	95.99	0.31	94.44	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
M446	Parasutterella M446	86	2119864	36259	12817	93441	49.39	100	0	100	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	NA
M447	Haemophilus parainfluenzae M447	301	1218414	4354	2448	16353	40.29	72	1.19	66.05	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae
M448	Haemophilus M448	158	1916277	16029	6094	53984	39.39	95.83	2.9	81.33	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	NA
M449	Slackia M449	105	1931955	26101	8494	142093	61.53	92.19	0.67	88.84	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	NA
M44A	Turicimonas muris M44A	59	2535062	92276	18384	186917	44.21	95.57	0	95.57	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Turicimonas	Turicimonas muris
M44B	Negativibacillus M44B	247	1908529	9596	3533	76960	45.73	81.07	2.01	71.02	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	NA
M44C	Dorea M44C	136	2971288	52158	7798	161705	41.01	94.95	0.49	92.5	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	NA
M44D	Haemophilus M44D	11	1933667	233682	113294	352595	39.52	99.43	0	99.43	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	NA
M44E	Clostridium symbiosum M44E	127	4683084	54328	19874	164993	47.91	95.57	0	95.57	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Clostridium	Clostridium symbiosum
M44F	Flavonifractor plautii M44F	39	3472492	127191	44924	486190	61.7	98.66	0.13	98.01	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii
M450	Veillonella dispar M450	176	1851461	18116	4424	54253	38.45	92.24	1.05	86.99	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar
M451	Ruminococcus M451	231	2346895	15931	4247	68213	60.73	90.88	0.56	88.08	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_Ruminococcus	NA
M452	Ruminococcus bromii M452	11	1993586	415534	66870	604637	40.73	99.33	0	99.33	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_Ruminococcus	Ruminococcus bromii
M453	Pauljensenia M453	84	2291020	42471	13764	115778	65.4	99.05	1.9	89.55	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Pauljensenia	NA
M454	Escherichia fergusonii M454	28	4337562	270384	73345	343879	49.92	98.81	0.04	98.61	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia fergusonii
M455	Streptococcus anginosus M455	29	1765052	97064	36580	204547	38.8	99.29	0.97	94.44	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus
M456	Acetatifactor M456	70	3382431	65863	25078	155895	46.7	99.52	1.45	92.27	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	NA
M457	Oscillibacter M457	64	2423744	92014	17396	185932	56.37	91.28	1.34	84.58	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA
M458	Erysipelatoclostridium M458	374	3041887	10291	3908	45534	29.59	92.47	1.72	83.87	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA
M459	Duncaniella M459	281	2674580	12227	4689	37474	56.52	90	1.32	83.4	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	NA
